,0,1,2,3
0.0,2.1735578257197576e-16,-5.490077891006765e-17,1.8308676558633055e-16,
0.005,2.1735578257197576e-16,-5.490077891006765e-17,1.8308676558633055e-16,
0.01,2.1735578257197576e-16,-5.490077891006765e-17,1.8308676558633055e-16,
0.015,2.1735578257197576e-16,-5.490077891006765e-17,1.8308676558633055e-16,
0.02,2.1735578257197576e-16,-5.490077891006765e-17,1.8308676558633055e-16,
0.025,2.1735578257197576e-16,-5.490077891006765e-17,1.8308676558633055e-16,
0.03,0.28196466526581365,0.4986475122818438,0.2238083854940764,
0.035,0.28196466526581365,0.4986475122818438,0.2238083854940764,
0.04,0.28196466526581365,0.4986475122818438,0.2238083854940764,
0.045,0.28196466526581365,0.4986475122818438,0.2238083854940764,
0.05,0.28196466526581365,0.4986475122818438,0.2238083854940764,
0.055,0.28196466526581365,0.4986475122818438,0.2238083854940764,
0.06,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.065,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.07,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.075,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.08,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.085,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.09,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.095,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.1,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.105,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.11,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.115,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.12,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.125,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.13,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.135,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.14,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.145,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.15,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.155,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.16,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.165,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.17,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.17500000000000002,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.18,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.185,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.19,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.195,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.2,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.20500000000000002,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.21,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.215,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.22,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.225,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.23,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.23500000000000001,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.24,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.245,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.25,0.47111602011574544,0.833913716529988,0.48927554146246377,
0.255,0.47111602011574544,0.833913716529988,0.48927554146246377,
